,links2,brand_names,product_names,p_id,ratings,price,total_shades,total_reviews,loves,shades_names,img,hot_shade
0,https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products%20grid:p436506:product,YVES SAINT LAURENT,Rouge Pur Couture The Slim Matte Lipstick,P436506,4 stars,$39.00,16,138,51064,"['1 Rouge Extravagant bright red', '2 Strange Orange tangerine', '4 Fuchsia Excentrique soft raspberry ', '5 Peculiar Pink rich berry ', '8 Contrary Fuchsia fuchsia', '9 Red Enigma brick red', '10 Corail Antinomique rich coral ', '11 Ambiguous Beige pink beige', '12 Nu Incongru rosey nude', '14 Rose Curieux electric pink ', '16 Rosewood Oddity dusty mauve', '17 Nude Antonym cool beige', '18 Reverse Red bordeaux', '21 Rouge Paradoxe deep red ', '23 Mystery Red coral red', '24 Rare Rose pale nude ']",https://www.sephora.com/productimages/sku/s2129922-main-Lhero.jpg,"['1 Rouge Extravagant bright red', '2 Strange Orange tangerine', '4 Fuchsia Excentrique soft raspberry']"
1,https://www.sephora.com/product/mattetrance-lipstick-P421813?icid2=products%20grid:p421813:product,PAT MCGRATH LABS,MatteTrance™ Lipstick,P421813,4 stars,$38.00,30,979,165344,"['Peep Show soft pink peach nude', 'Venus In Furs rose', 'Femme Bot midtone blue pink', '1995 108 warm light nude', 'Candy Flip midtone coral', 'Omi 107 mid-tone rose', 'Flesh 3 109 brown rose', 'Soft Core cool pink', 'Polaroid Pink midtone blue pink', 'Full Panic 005 bright fuchsia', 'Modern Woman midtone lilac', 'Faux Pas midtone lavender', 'Antidote 207 magenta violet', 'Full Blooded deep wine', 'Obsessed! 211 bright orange red', 'Elson 013 blue red', 'Vendetta dark red', 'McMenamy 200 deep burgundy', 'Deep Void 210 deep blackened purple', 'Flesh 5 bronzed rose', 'Guinevere blooded crimson', 'Beautiful Stranger coral rose', 'Christy divine beige nude', 'Executive Realness mulberry pink', 'Extravaganza magnetic magenta', 'Elson 2 fiery orange red', 'Fever Dream peach sienna', 'Deep Orchid plum berry', 'Skin Show omi, 1995, flesh 3', 'Colour Blitz elson, obsessed!, full panic']",https://www.sephora.com/productimages/sku/s2012748-main-Lhero.jpg,"['Flesh 3 109 brown rose', 'Elson 2 fiery orange red', 'Flesh 5 bronzed rose']"
2,https://www.sephora.com/product/lip-maestro-P393411?skuId=1664267&icid2=products%20grid:p393411:product,GIORGIO ARMANI BEAUTY,Lip Maestro,P393411,4.5 stars,$38.00,15,897,118133,"['405', '507', '406', '508', '400', '401', '402', '504', '501', '502', '200', '300', '500', '201', '202']",https://www.sephora.com/productimages/sku/s1755685-main-Lhero.jpg,"['500', '400', '501']"
3,https://www.sephora.com/product/lust-mini-mattetrance-lipstick-skin-show-trio-P434529?icid2=products%20grid:p434529:product,PAT MCGRATH LABS,LUST: Mini MatteTrance™ Lipstick Trio,P434529,4 stars,$25.00,2,432,93157,"['Skin Show omi, 1995, flesh 3', 'Colour Blitz elson, obsessed!, full panic']",https://www.sephora.com/productimages/sku/s2148690-main-Lhero.jpg,"['1995', 'flesh 3', 'Skin Show omi']"
4,https://www.sephora.com/product/lust-lip-gloss-P431852?icid2=products%20grid:p431852:product,PAT MCGRATH LABS,LUST: Lip Gloss,P431852,4.5 stars,$28.00,29,313,99202,"['Dare to Bare peach nude with gold pearl', 'Flesh Astral nude rose with gold pearl', 'Divine Rose ultimate plum rose with reflective pearl', 'Bronze Temptation golden bronze', 'Paraphernalia magenta with blue iridescent pearl', 'Sunset Rose warm rose with golden pearl', 'Love Potion pale pink taupe with iridescent pearl', 'Peach Perversion pale peach with iridescent pearl', 'Faux Real deep beige with pearlescent sheen', 'Flesh Fantasy lush pink beige', 'Twilo clean coral pink', 'Flesh 4 warm mid-tone brown', 'Blood 2 classic blue red', 'Aphrodisiac mid-tone peach', 'Wicked Whisper warm rose with golden pearl', 'Prima Donna mid tone cool pink', 'Heavy Petal vibrant pink rose', 'Flesh 6 rich mahogany brown', 'Secret Lover lush rose with gold pearl', 'Pale Fire Nectar coral duochrome with pink pearl', 'Aliengelic prismatic duochrome infused with pink pearl', 'Gold Allure glittering white gold', 'Blitz Gold glistening 24 karat gold pearl', 'Bronze Divinity bronzed rose with gold and pink pearl', 'Astral Moon Flower periwinkle blue with iridescent pearl', 'Earth Angel golden champagne infused with glittering copper and pink pearl', 'Bronze Venus brilliant bronze infused with glittering pink pearl', 'Skin Show Nudes dare to bare, divine rose, pale fire nectar', 'Skin Show Nudes flesh 4, bronze temptation, flesh fantasy']",https://www.sephora.com/productimages/sku/s2187953-main-Lhero.jpg,"['Bronze Divinity bronzed rose with gold and pink pearl', 'Dare to Bare peach nude with gold pearl', 'Flesh Astral nude rose with gold pearl']"
5,https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products%20grid:p433530:product,CHARLOTTE TILBURY,Matte Revolution Lipstick,P433530,4.5 stars,$34.00,12,423,90369,"['Very Victoria taupe nude', 'Sexy Sienna coral', 'Pillow Talk nude pink', 'Bond Girl natural berry red', 'Birkin Brown soft chocolate brown', 'Walk Of Shame berry rose', 'Lost Cherry pastel fuschia', 'Amazing Grace pink coral', 'Red Carpet Red ruby red', 'The Queen rosy pink', 'Glastonberry muted purple berry', 'Love Liberty berry pink']",https://www.sephora.com/productimages/sku/s2116879-main-Lhero.jpg,"['Pillow Talk nude pink', 'Very Victoria taupe nude', 'Bond Girl natural berry red']"
6,https://www.sephora.com/product/lip-color-P416057?icid2=products%20grid:p416057:product,TOM FORD,Lip Color,P416057,4.5 stars,$55.00,37,186,102362,"['Sable Smoke', 'Blush Nude', 'Naked Coral', 'Twist of Fate', 'Spanish Pink', 'Pink Dusk', 'Forbidden Pink', 'Indian Rose', 'Flamingo', 'Cherry Lush', 'Scarlet Rouge', 'True Coral', 'Wild Ginger', 'Casablanca', 'Bruised Plum', 'Naked Ambition', 'Spiced Honey', 'All Mine', 'Bad Lieutenant', 'Open Kimono', 'Devore', 'Autoerotique', 'Magnetic Attraction', 'Paper Doll', 'Pretty Pursuasive', 'Sugar Glider', 'Night Mauve', 'Adora', 'Contempt', 'Sweet Tempest', 'Vermillionaire', 'Dressed To Kill', 'Jasmin Rouge', 'Original Sin', 'Impassioned', 'Stimulant', 'Foxfire']",https://www.sephora.com/productimages/sku/s1987171-main-Lhero.jpg,"['Indian Rose', 'Scarlet Rouge', 'Blush Nude']"
7,https://www.sephora.com/product/rouge-volupte-shine-oil-in-stick-lipstick-P377710?icid2=products%20grid:p377710:product,YVES SAINT LAURENT,Rouge Volupté Shine Oil-In-Stick Lipstick,P377710,4.5 stars,$38.00,31,1000,190627,"['9 Nude Sheer spicy warm beige', '42 Baume Midi Minuit sheer shimmer', '44 Nude Lavalliere pinkish brown', '43 Rose Rive Gauche smokey rose', '8 Pink Blouson  dusty pale pink', '47 Beige Blouse soft beige', '48 Smoking Plum\xa0 juicy plum', '87 Rose Afrique spice rose', '88 Rose Nu true rose', '89 Rose Blazer plum rose', '6 Pink Safari\xa0 bright hibiscus pink', '13 Pink Babylone dried rose pink', '41 Corail A Porter light tangerine', '49 Rose Saint Germain\xa0 bright strawberry pink', '50 Fuchsia Stiletto\xa0 shocking magenta', '51 Rose Saharienne soft pink', '52 Trapeze Pink pure pink', '90 Plum Tunique medium plum', '4 Rouge Ballet deep strawberry red', '45 Rouge Tuxedo cherry red', '83 Rouge Cape blue rose', '84 Red Cassandre ruby red', '85 Burgundy Love red wine', '86 Mauve Cuir spice mauve', '12 Corail Dolman\xa0 bright cajun coral', '14 Corail Marrakech\xa0 creamy orange coral', '46 Orange Perfecto poppy coral', '79 Coral Plume golden terra cotta', '80 Chili Tunique medium true spice', '81 Coral Aviator deep coral', '82 Orange Crêpe vibrant orange coral']",https://www.sephora.com/productimages/sku/s2178283-main-Lhero.jpg,"['4 Rouge Ballet deep strawberry red', '45 Rouge Tuxedo cherry red', '41 Corail A Porter light tangerine']"
8,https://www.sephora.com/product/rouge-pur-couture-vernis-l-vres-vinyl-cream-P410743?icid2=products%20grid:p410743:product,YVES SAINT LAURENT,Vinyl Cream Lip Stain,P410743,4.5 stars,$37.00,14,526,103303,"['401 Rouge Vinyle', '402 Rouge Remix', '403 Rose Happening', '407 Carmin Session', '408 Corial Neo-Pop', '409 Burgundy Vibes', '410 Fuchsia Live', '411 Rhythm Red', '412 Rose Mix', '413 Bourgogne Alternatif', '414 - Rave Orange', '415 - Fuchsia Beats', '416 - Psychedlic Chili', '417 Nude']",https://www.sephora.com/productimages/sku/s1858042-main-Lhero.jpg,"['412 Rose Mix', '401 Rouge Vinyle', '407 Carmin Session']"
9,https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?icid2=products%20grid:p78834:product,NARS,Velvet Matte Lipstick Pencil,P78834,4.5 stars,$27.00,31,4000,325996,"['Get Off pink beige', 'Intriguing rose pink', 'Bad Girl dusty rose', 'Dance Fever rose brown', 'Take Me Home tan rose', 'Roman Holiday vibrant pink sheen', 'Do Me Baby chestnut rose', 'Sex Machine pink mauve', 'Bettina natural rose beige sheen', 'Good Times warm beige nude', 'Dolce Vita dusty rose', 'Bahama pink brown', 'Walkyrie warm coral red creme', 'Famous Red bright pink coral', ""Let's Go Crazy vivid pink"", 'Pussy Control lilac', 'Never Say Never lilac rose', 'Promiscuous pink orchid', 'Endangered Red oxblood burgundy', 'Dirty Mind deep lilac', 'Train Bleu deep aubergine', 'Red Square bright orange red', 'Dragon Girl siren red', 'Mysterious Red crimson red', 'Cruella scarlet red', 'Damned magenta', 'Consuming Red bordeaux', 'Lonely Heart chocolate brown', 'Unspoken midnight blue', 'Cruella/ Dolce Vita scarlet red/ dusty rose', 'Damned/ Walkyrie magenta/ warm coral red creme']",https://www.sephora.com/productimages/sku/s1900083-main-Lhero.jpg,"['Cruella Dolce Vita scarlet red dusty rose', 'Dolce Vita dusty rose', 'Dragon Girl siren red']"
10,https://www.sephora.com/product/confession-ultra-slim-high-intensity-refillable-lipstick-P420411?skuId=1963941&icid2=products%20grid:p420411:product,HOURGLASS,Confession Ultra Slim High Intensity Refillable Lipstick,P420411,4.5 stars,$36.00,30,712,62465,"['One Day Nude Pink', 'I Wish Neutral Nude', 'I Lust For Peachy Beige', ""I've Never Nude Rose"", ""I'll Never Stop Beige Nude"", ""I'm Addicted Terracotta Rose"", 'The First Time Pinky Beige', 'No One Knows Peachy Pink', 'You Can Find Me Coral Pink', 'If Only Deep Rose', 'I Woke Up Dusty Rose', 'I Want Medium Rose', ""I've Kissed Pink Lilac"", 'My Favorite Neutral Pink', 'I Believe Vivid Pink', 'I Always Hot Pink', ""I Can't Wait Vivid Fuchsia"", ""When I'm With You Deep Magenta"", 'I Live For Vibrant Coral', 'I Desire Vivid Red Orange', 'I Crave Bright Red', 'My Icon Is Blue Red', 'Secretly Classic Red', ""I Can't Live Without Red Currant"", 'At Night Brick Red', ""I've Been Deep Rose Brown"", 'One Time Aubergine', 'If I Could True Plum', ""When I'm Alone Dark Berry"", 'I Hide My Deep Plum']",https://www.sephora.com/productimages/sku/s1963727-main-Lhero.jpg,"['The First Time Pinky Beige', '""Ill Never Stop Beige Nude""', 'I Lust For Peachy Beige']"
11,https://www.sephora.com/product/stunna-lip-paint-P39787544?icid2=products%20grid:p39787544:product,FENTY BEAUTY BY RIHANNA,Stunna Lip Paint Longwear Fluid Lip Color,P39787544,4.5 stars,$24.00,8,4000,291314,"['Uncensored perfect universal red', 'Unveil chocolate brown', 'Uncuffed rosy mauve', 'Unbutton peachy nude', 'Uninvited smooth black', 'Unlocked vivid pink', 'Unattached bright coral', 'Undefeated sultry purple']",https://www.sephora.com/productimages/sku/s2173714-main-Lhero.jpg,"['Uncensored perfect universal red', 'Unveil chocolate brown', 'Unattached bright coral']"
12,https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products%20grid:p384954:product,KAT VON D,Everlasting Liquid Lipstick,P384954,4.5 stars,$20.00,41,14000,1180041,"['Muñeca nude petal', 'Ophelia nude chestnut', 'Bow N Arrow fawn nude', 'Lovesick mauve nude', 'Requiem soft lilac', 'Lovecraft mauve pink nude', 'Lolita chestnut rose', 'Lolita II terra cotta nude', 'Hawkwind nude sienna', 'Sanctuary nude coffee', 'Crucifix deep chocolate', 'Mother dusty mauve pink', 'Berlin warm rose', 'Ludwig nude fawn', 'Double Dare cocoa blush', 'Armageddon carnation pink', 'Backstage Bambi vivid hot pink', 'A-Go-Go bright orange-red', 'Santa Sangre poison apple', 'Outlaw brick red', 'Nahz Fur Atoo blood crimson', 'Bauhau5 deep raspberry', 'Vampira deep reddish burgundy', 'Plath deep russet red', 'Exorcism ripe blackberry', 'Susperia bright lavender', 'K-Dub bold fuchsia', 'Ayesha rich lavender', 'Roxy bright grape', 'Echo satin navy blue', 'Witches pitch black', 'Dagger cobblestone gray', 'Noble petal pink nude', 'Melancholia rose blush', 'Beloved soft coral', 'Malice orange persimmon', 'Bachelorette dark reddish fuchsia', 'Damned black cherry', 'L.U.V. rich violet', 'Woolf smoky gray', 'Dreamer neon turquoise']",https://www.sephora.com/productimages/sku/s1890623-main-Lhero.jpg,"['Bow N Arrow fawn nude', 'Double Dare cocoa blush', 'Backstage Bambi vivid hot pink']"
13,https://www.sephora.com/product/rouge-dior-lipstick-P411036?skuId=1853548&icid2=products%20grid:p411036:product,DIOR,Rouge Dior Lipstick,P411036,4.5 stars,$37.00,51,249,59761,"['380 Cloudy Matte grey', '990 Chocolate Matte chocolate ', '951 Absolute Matte dark brick', '810 Distinct Matte brown', '745 Terrific Matte chestnut', '502 Radical Matte grey', '136 Delicate Matte yellow beige', '576 Pretty Matte vermilion coral', '602 Visionary Matte dark blue', '634 Strong Matte hot red', '771 Radiant Matte bright hot coral', '772 Classic Matte brick', '787 Exuberant Matte magenta', '789 Superstitious Matte  bright purple', '897 Mysterious Matte dark magenta', '962 Poison Matte plum', '964 Ambitious Matte redish plum', '999 Matte red', '426 Sensual Matte beige', '481 Hypnotic Matte rosewood', '028 Actrice bright coral pink', '060 Premi&#232re light pinkish beige', '080 Red Smile intense orangey red', '169 Gr&#232ge 1947 brownish beige ', '219 Rose Montaigne nude beige ', '250 Bal light brick', '263 Hasard rosy beige', '361 Rose Baiser intense pinkish beige', '414 Saint Germain rosy', '434 Promenade hazelnut', '475 Rose Caprice light bubblegum pink', '555 Dolce Vita light rosewood', '683 Rendez-Vous nude rosewood', '644 Sydney intense dark red', '672 Ador&#232e rapsberry', '743 Rouge Zinnia intense rapsberry red', '762 Op&#232ra red rapsberry', '766 Rose Harpers bright pink rapsberry', '776 Soir&#232e à Rio rosy red', '775 Darling hot pink', '844 Trafalgar orange red', '852 Plaza ruby red', '854 Concorde cherry red', '988 Rialto dark plummy red', '994 Myst&#232erieuse pinky purple', '999 Satin red', '996 Eccentric chesnut', '781 Enigmatic deep burgundy', '856 Cél&#232bre intense red', '976 Daisy Plum light plum', '999 Metallic red']",https://www.sephora.com/productimages/sku/s1853548-main-Lhero.jpg,"['999 Matte red', '999 Satin red', '999 Metallic red']"
14,https://www.sephora.com/product/blitztrance-lipstick-P439070?icid2=products%20grid:p439070:product,PAT MCGRATH LABS,BlitzTrance™ Lipstick,P439070,3.5 stars,$38.00,6,108,22105,"['Flesh Fatale bronzed rose with golden pink pearl', 'Nude Romantique coral rose with golden pink pearl', 'Fuschia Perfect bright pink with blue and pink pearl', 'Cyber Orchid uv pink with blue pearl', 'Rebel Red cool red with copper-pink pearl', 'Club Kiss magenta with pink pearl']",https://www.sephora.com/productimages/sku/s2159606-main-Lhero.jpg,"['Fuschia Perfect bright pink with blue and pink pearl', 'Club Kiss magenta with pink pearl', 'Cyber Orchid uv pink with blue pearl']"
15,https://www.sephora.com/product/velvet-matte-lip-pencil-duo-P408115?icid2=products%20grid:p408115:product,NARS,Velvet Matte Lipstick Pencil Duo,P408115,4.5 stars,$20.00,2,92,77214,"['Cruella/ Dolce Vita scarlet red/ dusty rose', 'Damned/ Walkyrie magenta/ warm coral red creme']",https://www.sephora.com/productimages/sku/s1807791-main-Lhero.jpg,"['Cruella Dolce Vita scarlet red dusty rose', 'Damned Walkyrie magenta warm coral red creme']"
16,https://www.sephora.com/product/dior-addict-stellar-shine-lipstick-P443319?icid2=products%20grid:p443319:product,DIOR,Dior Addict Stellar Shine Lipstick,P443319,4 stars,$37.00,24,27,14071,"['125 Clair D Lune peach nude', '571 Starlight mirror pink', '595 Diorstellaire mirror purple', '260 Mirage pink nude', '439 Diormoon light peach', '535 CD-Dream pink taupe', '536 Lucky red coral', '578 Diorkiss light rosewood', '579 Diorismic raspberry red', '612 Sideral deep taupe', '623 Hypnotique cinnamon', '639 Riviera Star pop coral', '649 Diorosphere dark peach', '667 Pink Meteor rosewood', '673 Diorcharm pink coral', '769 Dior Fortune rosy plum', '859 Diorinfinity red', '869 Superstitious dark plum', '976 Be Dior fuchsia', '987 Diorlunar black cherry', '352 D-Galaxy sparkle rosy peach', '662 Constellation sparkle peach', '863 DSparkle sparkle fuchsia', '891 Diorcelestial sparkle purple']",https://www.sephora.com/productimages/sku/s2209062-main-Lhero.jpg,"['260 Mirage pink nude', '976 Be Dior fuchsia', '125 Clair D Lune peach nude']"
17,https://www.sephora.com/product/rouge-g-customizable-lipstick-bullet-P429915?icid2=products%20grid:p429915:product,GUERLAIN,Rouge G Customizable Lipstick,P429915,4.5 stars,$33.00,42,132,26943,"['N°555 deep plum', 'N°23 dark cherry', 'N°03 light rosewood', 'N°02 light beige', 'N°520 universal ph - adapt shade', 'N°77 light pink', 'N°70 bright pink', 'N°73 bright fuchsia', 'N°78 plum', 'N°888 sparkling fuchsia', 'N°72 raspberry pink', 'N°62 antique pink', 'N°06 rose', 'N°65 pearly rosewood', 'N°25 flaming red', 'N°214 brick red', 'N°21 cherry red', 'N°67 deep pink', 'N°71 intense pink', 'N°22 bright red', 'N°42 flaming orange', 'N°45 orange red', 'N°28 coral red', 'N°41 bright coral', 'N°43 orange coral', 'N°74 bright purple', 'N°999 sheer strobing', 'N°91 metallic red', 'N°92 metallic nude', 'N°93 metallic pumpkin', 'N°01 creamy, light nude', 'N°04 creamy, warm nude', 'N°05 soft, rosy nude', 'N°40 creamy, bright coral', 'N°44 creamy orange', 'N°27 creamy, orangey red', 'N°61 creamy, bright pink', 'N°24 rich, classic red', 'N°75 rich, bright berry', 'N°26 rich, dark red', 'N°80 deep, dark wine', 'N°99 rich, dark chocolate']",https://www.sephora.com/productimages/sku/s2107464-main-Lhero.jpg,"['N°22 bright red', 'N°28 coral red', 'N°520 universal ph - adapt shade']"
18,https://www.sephora.com/product/tatouage-couture-matte-stain-P423327?icid2=products%20grid:p423327:product,YVES SAINT LAURENT,Tatouage Couture Liquid Matte Lip Stain,P423327,4.5 stars,$37.00,29,709,133736,"['1 Rouge Tatouage vibrant pink red', '2 Crazy Tangerine electric orange', '3 Rose Ink bright pink', '5 Rosewood Gang deep mauve pink', '7 Nu Interdit medium nude', '8 Black Red Code deep burgundy', '9 Grenat No Rules rust red', '10 Carmine Statement medium blue red', '11 Rose Illicite nude rose', '12 Red Tribe rich true red', '13 True Orange bright coral red', '15 Violet Conviction deep blackberry', '16 Nude Emblem terra cotta pink', '17 Unconventional Coral vibrant tangerine', '19 Fuchsia Intime true fuschia', '20 Pink Squad magenta pink', '22 Coral Anti-Mainstream neon coral', '23 Singular Taupe deep nude', '25 Beige Secret medium rose pink', '26 Neutral Underground cool mauve', '27 Carmine Encounter sharp plum ', '28 Nude Undercover spiced neutral', '101 Chrome Red Clash', '102 Iron Pink Spirit', '103 Tribal Copper', '104 Rose Gold Riot', '105 Magnetic Prune Temper', '106 Gilded Fuchsia Rivals', '107 Prune Attraction']",https://www.sephora.com/productimages/sku/s2121234-main-Lhero.jpg,"['1 Rouge Tatouage vibrant pink red', '7 Nu Interdit medium nude', '5 Rosewood Gang deep mauve pink']"
19,https://www.sephora.com/product/mattemoiselle-plush-matte-lipstick-P45874456?icid2=products%20grid:p45874456:product,FENTY BEAUTY BY RIHANNA,Mattemoiselle Plush Matte Lipstick,P45874456,4.5 stars,$18.00,24,1000,292521,"['Spanked dusty rose', 'Thicc sultry mauve', 'Dragon Mami tropical papaya', ""Ma'Damn royal red"", 'Flamingo Acid bright berry', 'Ballerina Blackout loud bubblegum', 'Candy Venom electric pink', 'Pumpkin Rose rich marigold', 'Tiger Tini exotic orange', 'Saw-C exotic tangerine', 'Up 2 No Good nude peach', 'S1ngle blushing nude', 'I Quit true mink', 'Freckle Fiesta spiced terracotta', 'Shawty warm chestnut', 'PMS moody brown', 'Turks & Caicos deep teal', 'Midnight Wasabi wicked green', 'Ya Dig?! periwinkle blue', 'Clapback true navy', 'Violet Fury vivid violet', 'One Of The Boyz wild lilac', 'Griselda bold burgundy', ""F'N Black navy black""]",https://www.sephora.com/productimages/sku/s2156487-main-Lhero.jpg,"['One Of The Boyz wild lilac', 'Candy Venom electric pink', 'Griselda bold burgundy']"
20,https://www.sephora.com/product/vice-lipstick-P409523?icid2=products%20grid:p409523:product,URBAN DECAY,Vice Lipstick,P409523,4.5 stars,$19.00,62,2000,473647,"['Unicorn Comfort Matte: pale peachy nude', 'Double Team Comfort Matte: pale pink with blue undertone', 'Heartless Comfort Matte: baby pink', 'Backtalk Comfort Matte: mauve-nude pink', 'Oblivion Mega Matte: gray-taupe', 'Safe Word Comfort Matte: neutral nude-pink', 'Stark Naked Comfort Matte: light nude', 'Uptight Comfort Matte: warm nude', 'Carnal Comfort Matte: medium warm nude', 'Hitch Hike Comfort Matte: brick rose', '1993 Comfort Matte: medium brown', 'Tampered Comfort Matte: deep mauve', 'Pandemonium Mega Matte: bright purple', 'Afterdark Comfort Matte: medium-dark berry pink', 'Vanity Kills Mega Matte: lavender', 'Psycho Comfort Matte: bright rose with iridescent blue micro-sparkle', 'Alpha Mega Matte: bright rose', 'Menace Comfort Matte: medium fuchsia-pink', 'Savage Mega Matte: electric pink', 'Tilt Comfort Matte: bright orange', 'Temper Comfort Matte: red-orange', '714 Mega Matte: bright red', 'Bad Blood Comfort Matte: deep red', 'Hex Mega Matte: deep red wine', 'Disturbed Comfort Matte: deep brick red', 'Blackmail Comfort Matte: deep berry wine', 'Perversion Comfort Matte: black', 'Love Drunk deep red w/ tonal shimmer', 'Exhibition medium pink-purple', '66 rich mauve-nude', 'Fuel (Cream) warm peachy nude', 'Insanity Cream: soft warm nude', 'Liar Cream: pink-nude', 'Naked Cream: nude-pink', 'Violate Cream: dusty purple with pink undertone', 'Ravenswood Cream: dusty rose with red undertone', 'Rapture Cream: dusty rose', 'Manic Cream: soft wine', 'Crisis Cream: plum-rose', 'Nighthawk Cream: brown-red', 'Venom Cream: bright plum', 'Firebird Cream: deep fuchsia', 'Twitch Cream: soft purple with blue undertone', 'Jilted Cream: deep fuchsia shimmer with blue shift', 'ZZ Cream: soft pink-purple', 'Disobedient Cream: medium pink', 'Anarchy Cream: bright fuchsia', 'Bang Cream: bright orange-red', '69 Cream: bright red with pink undertone', 'F-Bomb Cream: classic red', 'Gash Cream: deep red with tonal shimmer', 'Shame Cream: deep berry', 'Roach deep burgundy brown', 'Backseat neutral sienna', 'White Walker deep berry wine', 'Sheer Anarchy Sheer: fuchsia', 'Scorched (Metallized) metallic copper', 'Marfa dark berry with pink micro-shimmer', 'Ready? bright rose sparkle', 'Cersei Lannister bright metallic bronze', 'Daenerys Targaryen fiery metallic red', 'Sansa Stark warm peach nude']",https://www.sephora.com/productimages/sku/s1827633-main-Lhero.jpg,"['69 Cream: bright red with pink undertone', 'Love Drunk deep red w tonal shimmer', 'Gash Cream: deep red with tonal shimmer']"
21,https://www.sephora.com/product/power-bullet-matte-lipstick-P441880?icid2=products%20grid:p441880:product,HUDA BEAUTY,Power Bullet Matte Lipstick,P441880,3.5 stars,$25.00,8,176,44819,"['Interview a confident peachy nude (warm toned)', 'Joyride a high-powered dusty rose (cool toned)', 'Third Date a rebellious rosewood (warm toned)', 'Pay Day a dynamic rosy mauve (cool toned)', 'Graduation Day a commanding vintage rose (warm toned)', 'Pool Party a daring and distinguished berry (cool toned)', 'Ladies Night a badass, bold burgundy (warm toned)', 'Masquerade a powerfully potent aubergine (cool toned)']",https://www.sephora.com/productimages/sku/s2198539-main-Lhero.jpg,"['Joyride a high-powered dusty rose (cool toned)', 'Third Date a rebellious rosewood (warm toned)', 'Graduation Day a commanding vintage rose (warm toned)']"
22,https://www.sephora.com/product/lip-blush-P443932?icid2=products%20grid:p443932:product,TOM FORD,Lip Blush,P443932,3.5 stars,$55.00,0,16,4651,[],https://www.sephora.com/productimages/sku/s2220010-main-Lhero.jpg, N/A 
23,https://www.sephora.com/product/cream-lip-stain-liquid-lipstick-P281411?icid2=products%20grid:p281411:product,SEPHORA COLLECTION,Cream Lip Stain Liquid Lipstick,P281411,4.5 stars,$14.00,95,9000,531594,"['122 Sea Queen', '121 Royal Flush', '118 Wilde Side', '120 Mystic Cloud', '119 Bubble Bath', '32 Nude Blush', '73 Glowing Beige new shade', '74 Vanilla Cream new shade', '66 Skin-deep new shade', '33 Pink Peony', '02 Classic Beige new shade', '69 Hippy Pink new shade', '70 First Date new shade', '05 Infinite Rose', '71 Pink Cashmere new shade', '75 Warm Nude new shade', '40 Pink Tea', '72 Alter-ego new shade', '23 Copper Blush', '76 Blaze of Glory new shade', '21 Pretty Beige', '77 Desert Sand new shade', '53 Cedar Wood new shade', '39 Frozen Strawberry', '83 Cinder Rose new shade', '13 Marvelous Mauve', '81 Day Dreaming new shade', '57 Dare to be Pink new shade', '85 Rose Wood new shade', '06 Pink Souffle', '07 Cherry Blossom', '68 Candy Love new shade', '67 Pink Haze new shade', '87 Very Vintage new shade', '55 Tender Love new shade', '38 Sweet Raspberry', '88 Fearless Fuchsia new shade', '14 Blackberry Sorbet', '100 Mysterious Plum new shade', '52 Dark Purple new shade', '99 Purple Red new shade', '27 Black Cherry', '98 Auburn Prestige new shade', '43 Crimson Crush', '26 Pretty Auburn', '54 Autumn Wind new shade', '24 Burnt Sienna', '41 Vintage Rosewood', '84 Rose Redux new shade', '82 Warm Kiss new shade', '86 English Rose new shade', '80 Honeymoon new shade', '25 Coral Sunset', '42 Rose Wood', '97 Red Desert new shade', '96 Red Velvet new shade', '94 Cherry Moon new shade', '93 French Lover new shade', '03 Strawberry Kissed', '01 Always Red', '95 Electric Ruby new shade', '78 Chili Pepper new shade', '79 Soft Coral new shade', '09 Watermelon Slice', '91 Indian Pink new shade', '90 Sunrise Pink new shade', '92 Flaming Flamingo new shade', '08 Whipped Blush', '35 Bohemian Purple', '34 Wisteria Purple', '12 African Violet', '102 Lavender Purple new shade', '101 Plum Aurora new shade', '04 Endless Purple new shade', '103 Violet Vertigo new shade', '44 Purple Sunset', '28 Night Bird', '29 Dark Forest', '117 Constellation', '61 Frosted Rose metal - new shade', '106 Sun Stone metal - new shade', '64 Metallic Cherry metal - new shade', '58 Voluptous Burgundy metal - new shade', '105 Cosmic Purple metal - new shade', '112 Red Magma metal - new shade', '115 Fancy Peach metal - new shade', '109 Pink Lollipop metal - new shade', '63 Golden Party metal - new shade', '59 Bronze Icon metal - new shade', '111 Smoky Quartz metal - new shade', '37 Pink Frosting', '56 Rock & Purple new shade', '15 Polished Purple', '104 Stone Blue new shade', '60 Audacious Emerald metal - new shade']",https://www.sephora.com/productimages/sku/s1296060-main-Lhero.jpg,"['57 Dare to be Pink new shade', '01 Always Red', '13 Marvelous Mauve']"
